ID	WF_11	WF_1	WF_12	WF_13	WF_14	WF_15	WF_16	WF_17	WF_18	WF_19	WF_20	WF_21	WF_2	WF_22	WF_23	WF_24	WF_25	WF_26	WF_27	WF_28	WF_29	WF_30	WF_31	WF_3	WF_32	WF_33	WF_34	WF_35	WF_36	WF_37	WF_38	WF_39	WF_40	WF_41	WF_4	WF_42	WF_43	WF_44	WF_45	WF_46	WF_47	WF_48	WF_49	WF_50	WF_51	WF_5	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_60	WF_61	WF_6	WF_62	WF_63	WF_64	WF_65	WF_66	WF_67	WF_68	WF_69	WF_70	WF_71	WF_7	WF_72	WF_73	WF_74	WF_75	WF_76	WF_77	WF_78	WF_79	WF_80	WF_81	WF_8	WF_82	WF_83	WF_84	WF_85	WF_86	WF_87	WF_88	WF_89	WF_90	WF_91	WF_9	WF_92	WF_93	WF_94	WF_95	WF_96	WF_97
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42235	0.0	0.0	0.0	0.3569	0.6297	0.57306	0.96936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	6.08704	0.0	3.53763	4.64404	3.79096	3.19218	4.91344	6.36035	6.92515	8.20593	5.34949	0.0	2.30747	1.21883	0.74436	3.17524	7.58763	5.38134	7.27255	4.83931	2.80685	8.04173	1.35893	8.77794	7.41392	2.1254	2.80788	2.07613	2.13898	4.06241	2.03986	1.74407	0.74722	9.61259	5.82345	3.42943	2.5008	5.41777	0.0	5.20987	0.0	13.84177	11.18259	8.25422	2.95363	6.21076	5.36772	4.25589	4.61545	3.1204	6.97709	3.42289	7.63029	2.84052	1.58225	0.0	3.61036	11.53375	5.50068	5.47185	10.14388	12.18647	13.02677	4.14312	4.8062	9.02782	8.71781	0.0	8.98058	2.95844	3.87169	12.80976	12.59945	20.98975	8.00532	3.93105	4.0953	9.65598	4.69512	6.97042	4.84627	6.12301	0.76264	0.41351	4.82292	6.84852	0.0	0.0	0.0	7.48027	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.0	0.0	0.0	0.0	0.0	0.03106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.0234	0.0	0.00167	0.0	0.02432	0.0509	0.0	0.0	0.0	0.0	0.0	0.05625	0.0	0.05582	0.02689	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28626	1.03914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.0	0.0	0.0	0.0	0.0	0.03106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.0234	0.0	0.00167	0.0	0.02432	0.0509	0.0	0.0	0.0	0.0	0.0	0.05625	0.0	0.05582	0.02689	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28626	1.03914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28467	0.0	0.0	0.0	0.22084	0.38412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28467	0.0	0.0	0.0	0.22084	0.38412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.0	0.0	0.16342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.12803	0.06814	0.0	0.0	0.0	0.0	0.0	1.14793	0.0	0.0245	0.0	0.58449	0.09996	0.39856	0.02716	1.07897	0.02798	0.20266	0.0	0.0	0.0	0.0016	8.07948	0.0	0.0	0.0	8.01548	9.03186	2.29817	1.73686	0.0	0.0	0.0	0.0	0.0	0.0	2.72765	0.49766	0.0	0.0	0.0	0.0	0.60485	0.0	0.53264	0.49234	0.78601	0.0	0.0	0.15542	0.40971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.16342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.12803	0.06814	0.0	0.0	0.0	0.0	0.0	1.14793	0.0	0.0245	0.0	0.58449	0.09996	0.39856	0.02716	1.07897	0.02798	0.20266	0.0	0.0	0.0	0.0016	8.07948	0.0	0.0	0.0	8.01548	9.03186	2.29817	1.73686	0.0	0.0	0.0	0.0	0.0	0.0	2.72765	0.49766	0.0	0.0	0.0	0.0	0.60485	0.0	0.53264	0.49234	0.78601	0.0	0.0	0.15542	0.40971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	4.21237	0.0	1.78289	3.32155	1.96063	1.69888	3.632	4.13959	5.68637	4.80697	2.66356	0.0	1.33204	1.21883	0.26447	1.23599	5.18402	2.68688	3.5226	2.64861	1.72126	4.54306	1.35893	6.65009	4.41553	1.45583	0.19649	0.98575	0.52165	0.46802	0.54289	0.66864	0.29683	7.15684	4.59256	1.43433	1.93502	1.59551	0.0	4.35592	0.0	10.98607	2.03671	6.77353	1.98611	3.95803	1.61407	3.1876	1.01299	1.84208	1.18833	2.27462	2.18707	1.05035	0.66765	0.0	2.82187	0.02131	4.06345	3.71354	6.2929	0.0	0.0	0.06781	0.1565	4.30075	3.58048	0.0	4.68763	0.93788	1.13693	4.29858	6.75861	11.60214	5.12498	1.33241	1.15899	1.83656	2.19218	1.24786	1.31904	1.67702	0.25195	0.41351	1.58707	1.00246	0.0	0.0	0.0	5.62719	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000153905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	4.21237	0.0	1.78289	3.32155	1.96063	1.69888	3.632	4.13959	1.83229	4.80697	2.66356	0.0	1.33204	1.21883	0.26447	1.23599	5.18402	2.68688	3.5226	2.64861	1.72126	4.54306	1.35893	6.65009	4.41553	1.45583	0.19649	0.98575	0.52165	0.46802	0.54289	0.66864	0.29683	7.15684	4.59256	1.43433	1.93502	1.59551	0.0	4.35592	0.0	10.98607	2.03671	6.77353	1.98611	3.95803	1.61407	3.1876	1.01299	1.84208	1.18833	2.27462	2.18707	1.05035	0.66765	0.0	2.82187	0.02131	4.06345	3.71354	6.2929	0.0	0.0	0.06781	0.1565	4.30075	3.58048	0.0	4.68763	0.93788	1.13693	4.29858	6.75861	11.60214	5.12498	1.33241	1.15899	1.83656	2.19218	1.24786	1.31904	1.67702	0.25195	0.41351	1.58707	1.00246	0.0	0.0	0.0	5.62719	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	1.87467	0.0	1.75474	1.3225	1.83033	1.49329	1.08695	2.22075	1.23878	3.39896	2.68594	0.0	0.97543	0.0	0.47989	1.93926	2.21271	2.69446	3.74995	2.19071	1.08559	3.49867	0.0	2.12785	2.99839	0.66957	2.57612	1.09038	1.59392	3.59439	1.4953	1.07543	0.42606	2.40485	1.22897	1.86707	0.47617	3.82226	0.0	0.7977	0.0	2.79988	7.97105	1.47056	0.94303	2.25273	3.16915	0.96832	3.2039	1.25116	4.70979	1.12029	5.24056	1.79018	0.9146	0.0	0.78689	3.14828	1.43723	1.75831	3.85098	3.95015	3.61079	1.77714	2.91284	4.72708	5.13733	0.0	4.29295	2.02056	2.73476	5.78353	5.34319	9.3876	2.88034	2.59864	2.93631	7.21457	2.50294	5.18991	2.74863	2.62085	0.51069	0.0	3.08044	5.43635	0.0	0.0	0.0	1.85308	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	1.87467	0.0	1.75474	1.3225	1.83033	1.49329	1.08695	2.22075	1.23878	3.39896	2.68594	0.0	0.97543	0.0	0.47989	1.93926	2.21271	2.69446	3.74995	2.19071	1.08559	0.287	0.0	2.12785	2.99839	0.66957	2.57612	1.09038	1.59392	3.59439	1.4953	1.07543	0.42606	2.40485	1.22897	1.86707	0.47617	3.82226	0.0	0.7977	0.0	2.79988	7.97105	1.47056	0.94303	2.25273	3.16915	0.96832	3.2039	1.25116	4.70979	1.12029	5.24056	1.79018	0.9146	0.0	0.78689	3.14828	1.43723	1.75831	3.85098	3.95015	3.61079	1.77714	2.91284	4.72708	5.13733	0.0	4.29295	2.02056	2.73476	5.78353	5.34319	9.3876	2.88034	2.59864	2.93631	7.21457	2.50294	5.18991	2.74863	2.62085	0.51069	0.0	3.08044	5.43635	0.0	0.0	0.0	1.85308	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91826	0.0	0.0	0.0	0.0	0.0	0.0	2.82249	0.96528	0.0	0.29868	0.0	0.56071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91826	0.0	0.0	0.0	0.0	0.0	0.0	2.82249	0.96528	0.0	0.29868	0.0	0.56071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91826	0.0	0.0	0.0	0.0	0.0	0.0	2.82249	0.96528	0.0	0.29868	0.0	0.56071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.0	0.0	9.09106	0.0	8.52037	0.0	2.59153	1.91791	2.19346	1.01627	4.70067	0.0	7.78756	10.28006	0.44074	9.31274	1.00742	6.38304	7.06464	5.60549	3.68275	8.69546	1.37723	1.41716	7.90022	3.68678	1.14511	9.37532	1.01268	6.5305	0.43105	6.49115	0.66584	1.20142	1.01016	1.70366	0.51735	1.70917	0.0	0.68059	0.0	1.19133	0.6359	0.73283	0.36143	1.30002	2.182	2.82634	2.56164	0.81084	2.82535	0.66729	0.82281	1.66208	0.75339	0.0	0.73626	0.0	1.24784	0.85678	1.42002	0.0	0.0	0.0	0.0	2.31855	2.23269	0.0	2.28863	9.40278	3.3456	2.99718	2.77545	6.36576	2.85811	1.7173	9.32568	1.63667	4.27278	0.74426	7.98826	10.31474	2.84896	2.24639	0.71093	0.3446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.0	0.0	0.618	0.0	0.57029	0.0	0.2176	0.09122	0.31272	0.06671	2.32443	0.0	0.42436	0.36814	0.0	0.46762	0.0	3.04321	3.6568	0.16307	2.34561	0.27749	1.13121	0.07093	0.12146	1.93636	0.0	0.30505	0.0	0.19002	0.0	0.32031	0.0	1.20142	0.1442	0.03414	0.42755	0.02411	0.0	0.68059	0.0	1.19133	0.0	0.73283	0.25659	0.18538	0.0	0.40053	0.0	0.71188	0.0	0.59318	0.0	0.0	0.0	0.0	0.15209	0.0	0.4674	0.31533	0.33113	0.0	0.0	0.0	0.0	0.64444	0.24089	0.0	0.29863	0.67875	1.03101	0.76436	0.8043	1.0278	0.34367	0.48795	0.59846	1.63667	2.09808	0.74426	0.0	0.0	0.0	0.0	0.71093	0.3446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.0	0.0	0.618	0.0	0.57029	0.0	0.2176	0.09122	0.31272	0.06671	2.32443	0.0	0.42436	0.36814	0.0	0.46762	0.0	3.04321	3.6568	0.16307	2.34561	0.27749	1.13121	0.07093	0.12146	1.93636	0.0	0.30505	0.0	0.19002	0.0	0.32031	0.0	1.20142	0.1442	0.03414	0.42755	0.02411	0.0	0.68059	0.0	1.19133	0.0	0.73283	0.25659	0.18538	0.0	0.40053	0.0	0.71188	0.0	0.59318	0.0	0.0	0.0	0.0	0.15209	0.0	0.4674	0.31533	0.33113	0.0	0.0	0.0	0.0	0.64444	0.24089	0.0	0.29863	0.67875	1.03101	0.76436	0.8043	1.0278	0.34367	0.48795	0.59846	1.63667	2.09808	0.74426	0.0	0.0	0.0	0.0	0.71093	0.3446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.0	0.0	1.42675	0.0	1.52773	0.0	2.37393	1.82668	1.88074	0.94956	2.37624	0.0	1.2876	1.26932	0.44074	1.7743	1.00742	3.33983	3.40785	1.29006	1.33714	1.81413	0.24602	1.34623	1.46566	1.75042	1.14511	1.60216	1.01268	1.41557	0.43105	2.61634	0.66584	0.0	0.86596	1.66952	0.0898	1.68506	0.0	0.0	0.0	0.0	0.6359	0.0	0.10485	1.11464	2.182	0.14236	2.56164	0.09896	2.82535	0.07411	0.82281	1.66208	0.75339	0.0	0.58417	0.0	0.78044	0.54145	1.08888	0.0	0.0	0.0	0.0	1.67411	1.9918	0.0	1.98999	1.26361	2.31459	2.23282	1.97115	5.33796	2.51444	1.22935	0.54291	0.0	2.1747	0.0	5.79367	6.7064	0.96901	0.65242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	0.0	0.0	1.42675	0.0	1.52773	0.0	2.37393	1.82668	1.88074	0.94956	2.37624	0.0	1.2876	1.26932	0.44074	1.7743	1.00742	3.33983	3.40785	1.29006	1.33714	1.81413	0.24602	1.34623	1.46566	1.75042	1.14511	1.60216	1.01268	1.41557	0.43105	2.61634	0.66584	0.0	0.86596	1.66952	0.0898	1.68506	0.0	0.0	0.0	0.0	0.6359	0.0	0.10485	1.11464	2.182	0.14236	2.56164	0.09896	2.82535	0.07411	0.82281	1.66208	0.75339	0.0	0.58417	0.0	0.78044	0.54145	1.08888	0.0	0.0	0.0	0.0	1.67411	1.9918	0.0	1.98999	1.26361	2.31459	2.23282	1.97115	5.33796	2.51444	1.22935	0.54291	0.0	2.1747	0.0	5.79367	6.7064	0.96901	0.65242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19459	3.60834	1.87995	1.59398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19459	3.60834	1.87995	1.59398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0.0	0.0	7.04631	0.0	6.42235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0756	8.6426	0.0	7.07082	0.0	0.0	0.0	4.15236	0.0	6.60384	0.0	0.0	6.3131	0.0	0.0	7.46811	0.0	4.92491	0.0	3.55451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46042	0.0	0.0	0.0	0.0	0.0	0.0	8.18432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595	0.0	0.0	7.04631	0.0	6.42235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0756	8.6426	0.0	7.07082	0.0	0.0	0.0	4.15236	0.0	6.60384	0.0	0.0	6.3131	0.0	0.0	7.46811	0.0	4.92491	0.0	3.55451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46042	0.0	0.0	0.0	0.0	0.0	0.0	8.18432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2.58194	0.0	0.93512	2.07737	1.07731	1.52022	3.21694	6.14131	2.82615	6.07471	3.15769	0.0	1.12921	2.74531	0.4537	3.55482	0.18266	4.085	5.08146	3.82798	2.0529	5.79744	1.85842	6.26	5.14954	2.88027	0.52663	2.20811	0.57786	1.77564	1.21018	2.7873	0.55774	4.77736	1.26761	2.59621	0.35119	2.89709	0.0	1.95753	0.0	4.22759	0.97184	2.89769	0.72819	3.89253	4.28741	0.57497	2.84465	1.33804	3.34616	0.62871	4.91811	2.15823	1.18256	0.0	0.69093	0.24021	2.7564	3.10358	4.6334	0.0	0.0	2.10965	0.87109	7.47667	5.85508	0.0	7.84538	2.88943	2.21042	5.54096	3.60816	6.10657	2.29112	1.89029	4.55375	10.08788	2.91919	5.87462	0.0	0.0	0.12473	0.28472	5.12483	4.71382	0.0	0.0	0.0	5.56188	0.0	0.0	0.0	0.0	0.0	0.0
