kingdom|phylum|class|order|family|genus|species	WF_33	WF_72	WF_34	WF_12	WF_68	WF_46	WF_204	WF_73	WF_25	WF_65	WF_97	WF_202	WF_54	WF_74	WF_80	WF_18	WF_57	WF_6	WF_76	WF_51	WF_81	WF_55	WF_85	WF_2	WF_28	WF_50	WF_36	WF_87	WF_38	WF_48	WF_94	WF_21	WF_82	WF_11	WF_201	WF_47	WF_42	WF_15	WF_8	WF_27	WF_88	WF_43	WF_3	WF_63	WF_29	WF_70	WF_19	WF_203	WF_40	WF_60	WF_64	WF_1	WF_62	WF_52	WF_93	WF_84	WF_53	WF_22	WF_26	WF_59	WF_86	WF_67	WF_66	WF_61	WF_39	WF_79	WF_44	WF_20	WF_32	WF_5	WF_78	WF_16	WF_30	WF_49	WF_10	WF_56	WF_24	WF_75	WF_69	WF_14	WF_17	WF_77	WF_31	WF_45	WF_58	WF_41	WF_37	WF_4	WF_83	WF_71	WF_35	WF_9	WF_23	WF_13
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_salivarius_1046629.4	0	7	5	42	15	0	0	0	1	12	0	11	3	0	0	75	0	22	0	1	4	0	0	15	12	0	13	3	66	1	0	0	27	4	4	0	2	1	0	0	1	0	48	2	3	7	17	1	12	0	1	0	6	1	0	2	1	17	0	4	0	9	68	0	5	1	0	0	4	14	20	31	23	2	7	0	6	2	17	41	28	5	0	0	0	0	4	20	9	19	9	5	14	6
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_sp._14(A)_1163670.3	0	0	0	6	0	0	0	0	31	2	0	0	0	0	0	0	112	0	0	104	0	251	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	126	0	1	0	1	0	0	0	0	11	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus_aureus_subsp._aureus_1004953.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_sp._JC304_1095771.3	13	2	3	77	2	4	1	15	7	6	0	1	0	6	8	13	0	4	3	0	0	0	0	114	12	12	3	4	2	12	0	0	0	0	0	0	5	0	3	1	0	0	26	2	10	5	13	2	1	3	4	0	2	2	0	0	0	3	9	4	0	0	5	0	4	9	0	5	16	14	0	14	20	0	69	1	5	1	4	101	15	1	2	0	5	10	2	8	0	1	5	0	0	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_fermentum_1318629.3	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	90	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Listeriaceae|g_Listeria|s_Listeria_monocytogenes_1027396.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium|s_Eubacterium_ventriosum_411463.4	2	0	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	14	0	2	0	0	0	0	0	0	11	2	0	0	0	13	5	10	0	51	4	16	5	54	0	1	0	8	0	20	0	13	0	0	0	0	73	0	0	0	10	22	1	0	0	0	0	10	2	35	10	0	15	4	0	2	19	0	24	46	14	0	0	33	8	2	0	0	0	14	0	0	0	18	16	24	0
d_Bacteria|p_Actinobacteria|c_Actinobacteridae|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium_breve_1036735.3	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	292	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	108	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	6
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium|s_Eubacterium_ramulus_1256908.3	8	5	15	6	0	8	14	7	0	9	0	0	14	7	12	0	0	0	4	0	0	0	6	5	24	11	0	0	26	7	0	0	1	0	14	0	20	0	15	7	2	0	17	0	2	22	7	46	15	5	5	0	0	11	0	21	0	0	16	24	1	0	0	0	0	3	23	8	26	9	2	0	36	13	1	20	0	5	0	0	14	9	0	0	1	5	0	0	24	17	1	0	6	0
d_Bacteria|p_Actinobacteria|c_Actinobacteridae|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium_kashiwanohense_1150460.3	16	0	46	0	0	0	15	0	0	0	0	6	0	5	0	24	0	43	0	0	2	0	0	0	0	0	41	16	26	0	0	0	3	1	85	0	0	0	6	1	12	0	9	0	6	0	1	10	24	19	0	0	0	0	0	0	0	8	3	4	0	0	0	0	26	3	0	4	0	1	1	16	6	1	0	0	16	0	0	0	8	0	12	0	9	0	13	30	0	0	26	0	17	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_[Ruminococcus]_gnavus_1073375.3	2	0	4	0	49	4	0	0	1	0	0	6	12	0	0	0	2	2	1	2	12	6	5	2	0	1	0	4	1	1	0	0	7	2	4	0	3	2	1	0	3	9	0	0	0	0	0	3	1	0	0	0	102	6	0	9	5	0	0	0	1	84	96	0	0	1	1	0	0	1	0	6	0	38	0	15	0	31	36	0	0	0	0	0	0	2	0	4	6	1	0	1	1	0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Parabacteroides|s_Parabacteroides_merdae_411477.4	0	2	0	5	0	57	4	2	26	10	0	0	1	12	2	0	15	0	0	20	0	55	0	61	13	32	5	1	0	12	0	0	0	0	0	0	0	0	0	0	0	28	1	1	0	1	5	1	3	3	7	0	0	2	0	0	25	0	0	1	0	0	0	0	0	13	2	0	13	12	0	0	17	1	18	0	0	0	0	7	3	2	0	0	0	78	0	0	0	1	0	0	13	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus_faecalis_1027372.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_massiliensis_1121098.3	0	0	0	7	0	0	9	1	37	0	0	0	1	3	6	0	36	0	2	97	0	104	0	33	0	0	9	8	0	0	0	0	3	0	0	0	0	0	0	0	29	15	1	0	0	0	20	4	2	5	0	0	0	0	0	0	52	0	0	44	0	0	0	0	0	12	2	0	0	10	1	0	0	0	5	2	0	0	0	9	12	3	0	0	0	0	0	0	0	0	0	0	3	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_inulinivorans_622312.4	0	3	0	2	0	4	0	2	0	0	0	0	19	4	2	2	17	3	13	13	4	14	0	16	33	37	0	5	0	0	0	0	9	5	5	0	5	8	0	0	36	16	0	1	1	0	6	2	0	0	0	0	0	0	0	3	10	3	0	2	3	0	0	0	5	0	2	2	35	2	21	0	34	5	16	18	11	19	0	1	36	7	0	0	0	0	4	0	15	2	21	7	1	2
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Parabacteroides|s_Parabacteroides_distasonis_1339341.3	0	0	0	7	0	124	0	3	133	3	0	1	0	4	4	0	0	0	2	0	0	0	0	13	1	69	0	0	0	29	0	0	0	7	0	0	0	4	4	0	0	0	0	0	0	2	3	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	2	6	3	0	1	1	1	3	0	1	0	0	1	0	1	6	0	8	81	5	0	0	1	0	21	0	3
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Megamonas|s_Megamonas_rupellensis_1122217.3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	43	0	6	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	91	0	6	0	25	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	78	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_[Ruminococcus]_torques_411460.6	0	6	125	1	0	0	2	12	2	0	0	0	13	8	12	3	4	2	7	1	1	3	0	11	2	0	5	1	0	0	0	0	2	2	16	0	14	0	0	1	0	0	6	0	0	13	13	0	0	0	1	0	0	22	0	0	3	0	0	0	0	0	1	0	2	34	8	1	5	2	4	5	1	28	7	31	6	8	0	0	10	11	0	0	12	0	24	2	0	12	0	0	0	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_acidophilus_1226675.3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	244	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus_subtilis_subsp._spizizenii_1051503.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._ER4_1519439.3	1	1	0	26	0	0	0	8	3	1	0	0	0	3	8	0	0	0	8	0	0	0	0	54	23	0	0	0	0	1	0	0	0	0	0	0	0	1	20	17	0	0	9	2	10	3	26	0	0	0	1	0	0	1	0	0	0	12	15	0	0	0	0	0	14	2	0	16	11	6	8	0	23	0	3	0	29	12	0	23	17	23	11	0	0	0	18	0	0	8	10	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Intestinibacter|s_Intestinibacter_bartlettii_445973.7	4	1	12	0	10	4	0	2	0	0	0	1	0	0	0	14	9	5	21	27	0	5	0	10	1	2	11	0	1	3	0	0	0	23	0	0	0	24	0	9	0	10	8	0	0	4	9	1	0	0	0	0	12	0	0	1	14	12	9	4	0	5	1	0	31	2	0	1	1	19	7	1	1	8	10	0	12	21	2	0	3	6	1	0	2	4	7	1	0	4	5	5	5	17
d_Bacteria|p_Actinobacteria|c_Actinobacteridae|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium_bifidum_1207542.3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70	0	0	12	0	21	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	53	0	0	0	32	0	0	0	0	13	0	0	0	0	0	0	0	0	0	43	14	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0	0	28	0	0	0	15	0	0	0	0	0	18	0	0	0	29	3	0	19
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_callidus_411473.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	111	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	69	0	5	0	39	0	0	0	0	129	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_salivarius_1029822.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	37	0	0	0	13	0	62	0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_sp._1_1_30_457387.3	3	0	0	9	4	17	1	1	0	3	0	4	0	1	1	4	11	0	4	20	3	91	4	6	3	18	0	14	0	7	0	0	6	0	0	0	0	0	2	0	32	8	0	3	0	0	12	0	0	1	5	0	0	0	0	5	2	0	0	1	7	0	0	0	2	4	1	4	6	8	0	0	8	0	7	0	1	1	7	3	5	0	2	0	13	31	8	0	2	0	1	2	7	0
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacteriales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia_coli_1001989.3	0	0	7	1	104	7	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	51	0	0	0	0	0	0	1	2	20	10	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	155	1	16	0	0	3	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_[Ruminococcus]_obeum_657314.3	2	4	8	10	0	10	0	4	2	1	0	0	2	4	0	14	3	7	2	1	2	3	0	15	11	2	15	6	46	4	0	0	4	0	0	0	2	0	15	7	2	5	2	0	3	3	10	2	8	2	0	0	0	5	0	0	2	0	10	1	0	0	0	0	2	1	2	6	14	7	2	11	16	4	16	0	2	9	0	5	4	11	0	0	0	20	0	7	0	1	0	0	5	0
d_Bacteria|p_Actinobacteria|c_Coriobacteridae|o_Coriobacterineae|f_Coriobacteriaceae|g_Adlercreutzia|s_Adlercreutzia_equolifaciens_1384484.3	1	6	0	4	2	13	0	0	10	0	0	0	2	0	0	68	0	17	2	0	0	0	0	12	15	2	2	0	3	16	0	0	0	12	0	0	4	21	1	5	0	0	4	4	2	9	1	1	3	9	0	0	0	3	0	3	0	4	4	0	2	0	0	0	4	1	0	9	7	2	3	18	3	0	7	5	1	3	0	1	6	6	0	0	0	9	0	34	1	1	0	3	0	7
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_salivarius_1200793.3	0	4	5	11	3	0	0	2	0	8	0	6	0	0	0	6	1	8	0	0	3	2	0	6	5	0	4	0	12	0	0	0	7	5	0	0	0	7	0	0	3	0	40	0	0	2	14	0	6	0	0	0	6	0	0	5	0	11	0	11	2	0	26	0	0	0	0	0	0	3	10	13	5	0	6	1	1	3	28	13	12	0	2	0	0	0	8	1	9	6	7	5	10	1
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_shahii_717959.3	2	0	0	15	0	17	0	11	162	0	0	0	0	3	0	0	0	0	3	1	0	0	0	46	3	11	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2	0	6	5	0	0	8	1	5	0	1	3	0	7	2	4	3	0	0	17	6	0	0	1	0	0	0	0
d_Bacteria|p_Actinobacteria|c_Actinobacteridae|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium_ruminantium_1410647.3	5	0	26	0	0	0	4	0	5	0	0	3	0	0	0	4	0	17	0	0	0	0	0	0	5	1	43	1	42	5	0	0	0	8	7	0	0	3	1	0	2	0	4	0	5	0	1	3	58	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	0	3	11	0	0	0	0	0	0	0	0	0	1	0	0	3	0	23	0	0	0	0	26	7
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_finegoldii_483215.6	0	0	0	0	0	34	1	0	46	0	0	0	0	0	0	49	0	0	0	0	0	0	6	4	0	78	0	0	0	51	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	3	0	0	1	7	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	1	3	0	4	7	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_vestibularis_889206.3	1	2	1	51	0	1	1	6	0	1	0	0	1	4	3	13	0	2	0	0	1	0	0	48	0	0	3	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	9	0	0	0	6	0	0	0	1	0	0	3	0	2	0	4	0	0	1	0	9	0	4	5	0	0	0	3	0	3	3	0	49	0	1	0	2	40	11	0	0	0	0	0	2	3	3	5	4	7	4	0
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_|g_|s_Burkholderiales_bacterium_1_1_47_469610.4	0	0	0	0	68	38	4	1	31	0	0	0	0	1	2	0	8	0	0	1	0	9	0	1	0	24	0	2	0	20	0	0	0	12	0	0	0	14	0	0	0	7	0	0	0	0	0	0	2	6	0	0	4	0	0	0	7	0	2	1	1	2	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	14	2	0	0	0	0	0	9	1	0	0	0	0	13	5	6
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._KLE_1728_1226322.3	0	0	0	1	5	13	0	0	11	1	0	0	0	0	0	5	1	0	1	8	0	6	23	3	3	15	3	1	0	11	0	0	0	6	0	0	0	8	0	0	2	3	1	0	0	3	2	1	0	0	3	0	2	0	0	9	7	0	0	1	52	0	0	0	0	1	0	0	1	2	0	0	0	7	4	0	0	0	3	0	1	1	1	0	1	10	4	0	2	2	0	10	8	6
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera_sp._NP3_1232428.4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	17	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	57
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacteriales|f_Enterobacteriaceae|g_Salmonella|s_Salmonella_enterica_subsp._enterica_1003185.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_[Eubacterium]_siraeum_428128.7	6	0	0	1	0	15	0	0	52	24	0	0	0	2	0	0	0	0	5	2	0	1	0	4	0	8	0	0	0	7	0	0	0	0	0	0	0	0	19	26	0	0	0	1	14	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	29	1	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Subdoligranulum|s_Subdoligranulum_sp._4_3_54A2FAA_665956.3	0	1	8	3	1	4	0	1	12	0	0	2	7	0	0	10	1	0	0	10	0	2	2	7	1	0	7	1	0	2	0	0	0	3	0	0	6	4	0	0	0	0	1	3	0	0	3	3	0	0	1	0	0	8	0	3	4	3	0	2	2	0	0	0	3	47	7	0	0	7	0	1	1	8	11	3	2	0	0	2	9	1	0	0	7	0	7	0	3	0	0	2	0	3
d_Bacteria|p_Actinobacteria|c_Coriobacteridae|o_Coriobacterineae|f_Coriobacteriaceae|g_Eggerthella|s_Eggerthella_lenta_479437.5	0	0	1	1	13	0	1	0	3	2	0	6	1	0	0	33	7	2	0	6	7	28	0	2	0	2	1	0	2	6	0	0	3	11	2	0	0	7	0	0	0	8	2	0	0	3	1	8	3	0	1	0	2	0	0	3	8	0	0	0	0	7	8	0	1	0	0	0	0	0	0	13	0	0	4	0	0	0	8	0	2	0	0	0	8	2	0	4	0	0	0	0	0	8
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Odoribacter|s_Odoribacter_splanchnicus_709991.3	5	0	0	0	0	82	0	1	23	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	3	65	0	0	0	19	0	0	0	0	0	0	0	0	1	1	0	0	2	1	4	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	13	2	0	0	2	0	0	0	0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_massiliensis_1235788.3	0	0	0	0	0	57	0	0	5	1	0	0	0	0	1	3	8	1	1	12	0	11	0	3	0	41	1	0	0	16	0	0	1	0	2	0	0	0	0	0	2	6	0	0	0	1	1	0	2	0	1	1	0	0	0	0	11	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	23	2	1	0	0	0	2	10	1
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium|s_Eubacterium_sp._3_1_31_457402.3	0	12	0	0	21	0	0	0	0	2	0	0	3	0	0	0	3	0	0	2	2	1	0	12	0	0	0	1	0	0	0	0	7	1	0	0	2	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	11	2	0	0	4	0	0	0	0	37	84	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	12	0	2	0	0	0	0	0	0	0	0	4	0	3	0	2
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_|g_|s_butyrate-producing_bacterium_SS3/4_245014.3	0	1	0	8	0	7	2	0	0	2	0	0	1	0	4	10	6	1	1	6	0	5	6	7	10	19	1	1	0	7	0	0	0	0	2	0	1	0	4	0	0	7	0	2	0	0	2	5	0	0	1	0	0	0	0	6	10	0	3	2	13	0	0	0	0	0	0	1	8	0	5	3	7	0	0	0	0	2	0	2	3	0	0	0	0	4	1	8	7	0	0	0	19	0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_[Clostridium]_scindens_1232441.3	0	0	0	5	29	0	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	9	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	37	0	0	13	0	0	0	0	0	24	46	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	26	0	0	0	0	0	1	1	2	0	3	0	0	0	0	0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides_thetaiotaomicron_1235785.3	0	0	0	0	0	0	1	2	72	2	0	3	0	0	0	0	0	0	1	0	1	2	0	9	8	0	3	0	0	0	0	0	0	1	0	0	0	3	0	3	1	0	0	1	0	0	10	0	4	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	9	14	0	0	4	2	1	0	0	0	0	0	6	0	0	0	9	1	1	0	0	0	0	5	21	4
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Butyrivibrio|s_Butyrivibrio_crossotus_511680.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria|p_Actinobacteria|c_Coriobacteridae|o_Coriobacterineae|f_Coriobacteriaceae|g_Senegalimassilia|s_Senegalimassilia_anaerobia_1034345.3	0	0	26	37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	0	10	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_mucosae_1130798.3	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	94	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53
